OTU_ID	49_ITS	50_ITS	51_ITS	52_ITS	53_ITS	54_ITS	55_ITS	56_ITS	57_ITS	58_ITS	59_ITS	60_ITS	61_ITS	62_ITS	63_ITS	64_ITS	65_ITS	66_ITS	67_ITS	68_ITS	69_ITS	70_ITS	71_ITS	72_ITS	73_ITS	74_ITS	75_ITS	76_ITS	77_ITS	78_ITS	79_ITS	80_ITS	81_ITS	82_ITS	83_ITS	84_ITS	85_ITS	86_ITS	87_ITS	88_ITS	89_ITS	90_ITS	91_ITS	92_ITS	93_ITS	94_ITS	125_ch_ITS	95_ITS	96_ITS	85_ch_ITS	86_ch_ITS	87_ch_ITS	88_ch_ITS	89_ch_ITS	90_ch_ITS	91_ch_ITS	92_ch_ITS	93_ch_ITS	94_ch_ITS	Blank_CH_ITS	96_ch_ITS	97_ch_ITS	98_ch_ITS	99_ch_ITS	100_ch_ITS	101_ch_ITS	102_ch_ITS	126_ch_ITS	103_ch_ITS	127_ch_ITS	104_ch_ITS	128_ch_ITS	105_ch_ITS	129_ch_ITS	106_ch_ITS	130_ch_ITS	107_ch_ITS	131_ch_ITS	108_ch_ITS	132_ch_ITS	117_ch_ITS	109_ch_ITS	118_ch_ITS	110_ch_ITS	119_ch_ITS	111_ch_ITS	120_ch_ITS	112_ch_ITS	121_ch_ITS	113_ch_ITS	122_ch_ITS	114_ch_ITS	123_ch_ITS	115_ch_ITS	124_ch_ITS	116_ch_ITS	1_ITS	2_ITS	3_ITS	4_ITS	5_ITS	6_ITS	7_ITS	8_ITS	9_ITS	10_ITS	11_ITS	12_ITS	13_ITS	14_ITS	15_ITS	16_ITS	17_ITS	18_ITS	19_ITS	20_ITS	21_ITS	22_ITS	23_ITS	24_ITS	25_ITS	26_ITS	27_ITS	28_ITS	29_ITS	30_ITS	31_ITS	32_ITS	33_ITS	34_ITS	35_ITS	36_ITS	37_ITS	38_ITS	39_ITS	40_ITS	41_ITS	42_ITS	43_ITS	44_ITS	45_ITS	46_ITS	47_ITS	48_ITS	Blank_S1_ITS	taxonomy
fASV_32	702	215	0	4578	0	0	0	0	0	242	0	0	0	0	0	1039	0	0	1110	4131	4085	0	0	3509	909	0	1010	0	3621	396	427	0	0	0	0	0	2468	2530	0	730	0	302	4218	1327	1320	1020	866	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1567	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	20	87	0	0	0	0	2494	0	0	0	0	0	306	0	0	0	0	0	0	3807	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Neocosmospora;s__Neocosmospora_rubicola
fASV_13	743	9261	785	27	1608	2619	2086	1798	158	1916	2354	1685	754	1945	105	1517	6308	473	64	4758	778	141	89	1431	2204	291	84	85	2559	270	595	2710	2356	1560	2292	1386	1355	3624	3245	1190	102	565	330	1751	1066	3786	606	304	1661	1249	1175	74	1200	65	46	374	58	1197	63	62	70	134	387	576	2244	2799	178	119	2744	77	23	230	4028	405	2677	196	1055	369	21	184	33	382	1006	460	94	301	77	2432	576	28	784	479	19	54	295	74	39	255	65	39	50	474	3696	48	2188	46	40	38	2586	2528	55	2067	213	4651	40	770	3195	1949	27	660	442	15	2214	41	567	24	44	1181	6768	2528	24	38	39	1611	4520	6402	31	42	1651	1276	4594	1500	65	4241	13	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Dactylonectria;s__Dactylonectria_sp
fASV_21	0	2136	0	0	0	9125	0	1169	276	0	0	0	0	0	0	0	0	0	0	2306	0	9995	0	11973	0	0	6344	22	8841	0	0	1073	0	0	0	723	0	0	0	0	0	2340	0	6396	0	0	0	0	4807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;NA
fASV_29	0	0	0	1266	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3182	10980	0	0	0	2153	0	0	0	0	0	0	0	0	3421	392	0	0	0	0	476	14334	0	1879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	541	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_equiseti
fASV_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8700	0	0	0	0	0	0	0	0	10377	0	0	0	259	0	0	0	3346	0	0	2363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4316	0	0	0	0	0	2008	0	0	0	0	0	0	0	0	953	0	0	0	0	0	0	0	0	0	0	36941	0	0	0	0	0	0	0	0	0	0	7968	0	13537	0	0	14820	0	0	0	0	0	0	0	0	0	14648	0	0	0	0	11803	13964	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;NA
fASV_33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;NA
fASV_51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24444	0	0	0	0	24876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;NA
fASV_58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	786	0	0	0	0	0	0	0	0	0	0	0	0	12212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;NA
fASV_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7363	296	0	1370	0	0	0	9490	0	0	0	12903	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28484	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;NA
fASV_25	0	0	0	0	0	0	0	0	0	6315	0	0	0	0	0	0	0	0	0	0	0	28385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;NA
fASV_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6640	0	0	0	0	0	0	0	0	0	0	0	0	14758	0	0	0	0	0	0	0	23925	0	2353	0	2649	0	2468	1303	0	0	0	0	0	1885	445	0	0	9761	0	0	1854	0	0	1031	0	0	0	0	0	0	0	18440	35181	0	11669	0	0	0	0	22303	0	18021	0	43181	0	0	0	0	41850	0	16072	0	0	28371	0	0	0	0	14613	0	0	0	0	19829	0	0	0	0	38194	0	0	10642	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;NA
fASV_2	6883	20132	26522	47894	4680	44675	6514	13304	10761	0	13276	16452	54827	13592	49952	0	23477	0	0	10968	8644	0	36468	24889	46106	3667	50231	3630	40335	0	0	13639	6615	15481	15010	10090	0	0	38239	14663	18432	17390	26588	19278	22557	33298	0	4117	13592	0	2063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2232	0	1945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	3403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;NA
fASV_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29533	0	6251	0	0	3639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2165	0	0	0	10673	0	0	0	0	0	0	0	0	2248	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	8397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3804	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;NA
