"ID","Phase","Experiment","Stress","herbivory","soil_inocula","plant_pathway_induced","Glucosinolates","treatment","weight_mg","Glu_total","Glu_3MSOP","Glu_4MSOB","Glu_Allyl","Glu_4OHI3M","Glu_I3M","Glu_4MOI3M","Glu_1MOI3M"
"287","feedback","real_insects","Aphid","aphid","non-conditioned","NA","1","control_live",15,17.0067239858777,8.36488837543517,1.62618420781059,2.10537534179101,0.00913915340544817,4.61006628404028,0.161532738704966,0.129537884690235
"299","feedback","real_insects","Chewer","caterpillar","non-conditioned","NA","1","control_live",15.8,12.8386833703493,1.64479150107301,0.178950878844645,0.0493623197262005,0.0195313685205437,9.86492530853203,0.0656307642815373,1.01549122937134
"311","feedback","real_insects","Control","without","non-conditioned","NA","1","control_live",15.8,11.5008905655157,2.45478078296721,0.316886486368846,1.18685916098146,0,7.23924002834244,0.185249024530735,0.117875082325018
"323","feedback","real_insects","Aphid","aphid","JA-conditioned","NA","1","caterpillar",19.5,13.7187957761628,8.87070050709218,1.09222214463178,1.23004120608996,0.0329007863899149,2.22669947334846,0.168866681905745,0.0973649767047073
"241","feedback","simulated","Chewer","caterpillar","SA-conditioned","NA","1","SA",12.6,42.8070473497446,0.378752286424307,0.308808154449934,0,0.014377507047247,36.6601495819075,0.131087529867506,5.31387229004813
"253","feedback","simulated","Control","without","SA-conditioned","NA","1","SA",10.9,3.14300396538836,2.07151916935468,0.222935511549869,0.125781046707949,0.0126188966268082,0.608537962233402,0.0202113488509832,0.0814000300646646
"265","feedback","real_insects","Aphid","aphid","control-conditioned","NA","1","control_plant",15.8,8.52399627856706,4.44744448551097,1.24383500777885,0.946797377496876,0.0236423615286364,1.70873387257511,0.0779595220445068,0.0755836516321037
"277","feedback","real_insects","Control","without","control-conditioned","NA","1","control_plant",15.6,12.6802141820259,7.03812331888909,0.737555334776857,2.73640574164036,0.00964824745756032,1.97499114978686,0.0998218241173059,0.0836685653579064
"289","feedback","real_insects","Aphid","aphid","non-conditioned","NA","1","control_live",11.7,15.7475968585032,6.73546386579949,2.06871220718611,2.23376205913599,0.0348073562882652,4.3440402518586,0.207479864857862,0.123331253376868
"301","feedback","real_insects","Chewer","caterpillar","non-conditioned","NA","1","control_live",17.9,20.4952839382934,2.14974815538443,0.279541147683281,0.280679929172547,0.0147934672119441,15.9887377580306,0.152695892622833,1.62908758818783
"313","feedback","real_insects","Control","without","non-conditioned","NA","1","control_live",13.3,6.76743606264276,4.312995119879,0.818253225868107,0.544173483426187,0.0174694855080513,0.976020337132785,0.0510720386103133,0.0474523722183145
"325","feedback","real_insects","Aphid","aphid","JA-conditioned","NA","1","caterpillar",16.3,8.1111662674013,4.58926008891736,0.503254430047565,1.07763121059183,0,1.69864377317096,0.156012939992069,0.0863638246815223
"243","feedback","simulated","Chewer","caterpillar","SA-conditioned","NA","1","SA",19.1,26.5324221677839,0.526286586852433,0.151710934968295,0,0.0265169465281836,21.4515752726841,0.100841101112992,4.27549132563793
"255","feedback","simulated","Control","without","SA-conditioned","NA","1","SA",16.2,9.53641370868005,5.18188493489603,0.912977033706897,1.04422579653451,0,2.25342673861707,0.0397505591471532,0.104148645778387
"267","feedback","real_insects","Chewer","caterpillar","control-conditioned","NA","1","control_plant",17.9,20.7467788292956,2.69477960355343,0.326673819972223,0.0896406095494928,0.011489733645981,15.786450555844,0.104968481785127,1.73277602494534
"279","feedback","real_insects","Control","without","control-conditioned","NA","1","control_plant",13.2,7.2461365533384,3.85310448706984,0.89746496126921,1.10858532101181,0,1.26300593657757,0.0731568740617908,0.0508189733481726
"291","feedback","real_insects","Aphid","aphid","non-conditioned","NA","1","control_live",15.7,7.1647436556804,3.54739330385207,0.689709846588827,1.02868747108979,0,1.75313223194351,0.0984975441896691,0.0473232580165355
"303","feedback","real_insects","Chewer","caterpillar","non-conditioned","NA","1","control_live",10.9,12.7890577034099,0.887075630857016,0.0767855672948902,0,0.00591283163634194,10.0572309180139,0.0548739698604014,1.70717878574735
"315","feedback","real_insects","Control","without","non-conditioned","NA","1","control_live",12.9,5.88556992359563,2.01204326983452,0.267165587703317,0.559776105313173,0,2.82646960157832,0.111503692987459,0.108611666178835
"327","feedback","real_insects","Chewer","caterpillar","JA-conditioned","NA","1","caterpillar",17.8,21.5190818378409,1.90913408416995,0.193765756553678,0.110444804273589,0,18.1991437480684,0.102260015895142,1.00433342888016
"376","conditioning","simulated","Control","mock","NA","Control","1","non_conditioned",20.2,3.66882982435274,1.79708198851994,0.340233114253145,0.714340276069535,0,0.734461695868977,0.0403278922224957,0.042384857418642
"388","conditioning","real_insects","Control","without","NA","Control","1","non_conditioned",19,5.7587124015769,0.795022672738557,0.0458629937336274,0.17673204283098,0,3.88359780213822,0.133862033025542,0.723634857109981
"400","conditioning","real_insects","Aphid","aphid","NA","SA","1","non_conditioned",20.5,2.92302270591276,0.476934061317034,0.0998320232942632,0.0631025648972072,0,1.57296569685198,0.429057992869483,0.281130366682788
"329","feedback","real_insects","Chewer","caterpillar","JA-conditioned","NA","1","caterpillar",17.7,14.5310928614636,1.90048209752608,0.271759653462667,0.153848962229373,0.0137634597176136,10.7895413212842,0.0863602602429188,1.31533710700072
"341","feedback","real_insects","Control","without","JA-conditioned","NA","1","caterpillar",15.1,17.1954267918464,8.7433078174754,1.07473035633712,3.01568060418828,0,4.10128412066199,0.139054238655419,0.121369654528201
"353","feedback","real_insects","Aphid","aphid","SA-conditioned","NA","1","aphid",17.9,14.5056393607196,7.37563955552394,0.906616110653104,2.54395402923146,0,3.45974247050258,0.117302737636694,0.102384457171834
"365","feedback","real_insects","Chewer","caterpillar","SA-conditioned","NA","1","aphid",13.7,25.3549441039433,0.587539568584832,0.0344355570771851,0.0284928451469568,0.00985810218353442,22.0261624494222,0.114526762646154,2.55392881888238
"377","conditioning","simulated","Control","mock","NA","Control","1","non_conditioned",22.3,0.255191176994128,0.0924950857000647,0.0310102100406566,0.0489327970562417,0,0.0552870713817388,0,0.027466012815426
"389","conditioning","real_insects","Control","without","NA","Control","1","non_conditioned",21.8,0.790464959139114,0.470935883924279,0.0354789242711455,0.0378332877760422,0,0.158123436627764,0.0210910313411277,0.0670023951987556
"401","conditioning","real_insects","Aphid","aphid","NA","SA","1","non_conditioned",19.5,9.2982218552826,0.6554326422759,0.142737580615096,0,0,6.00905846212047,1.29076664029453,1.20022652997661
"378","conditioning","simulated","Control","mock","NA","Control","1","non_conditioned",19.6,0.174465210935623,0.0761314924213687,0,0.0211778439937647,0,0.0473568673692635,0,0.029799007151226
"390","conditioning","real_insects","Control","without","NA","Control","1","non_conditioned",19.1,0.388836335093427,0.166362839930885,0.0107805566570587,0.0233743178718721,0,0.113484295288518,0.0330819614197197,0.0417523639253745
"331","feedback","real_insects","Chewer","caterpillar","JA-conditioned","NA","1","caterpillar",15.5,19.6737671831325,2.02883145549828,0.276751691517158,0.159430025625202,0,15.8682513866619,0.147407962925943,1.19309466090397
"343","feedback","real_insects","Control","without","JA-conditioned","NA","1","caterpillar",18.1,5.7981467199105,3.91515191395281,0.590165805913973,0.562321021190918,0,0.623551638611512,0.0412733675283061,0.0656829727129846
"355","feedback","real_insects","Aphid","aphid","SA-conditioned","NA","1","aphid",16.9,5.27367674481549,2.89734327267938,0.450075908204095,0.619455884555549,0,1.04943152195633,0.162964336606302,0.0944058208138375
"367","feedback","real_insects","Control","without","SA-conditioned","NA","1","aphid",15.1,6.94773114508663,3.92821378791505,0.755974654411637,0.600843880103372,0,1.52307210605455,0.0645197392283868,0.0751069773736245
"379","conditioning","simulated","Control","mock","NA","Control","1","non_conditioned",18.4,10.0165373052878,5.57048750853615,0.685943463149285,1.29160812714434,0,2.17702832711778,0.044336683580694,0.247133195759579
"391","conditioning","real_insects","Control","without","NA","Control","1","non_conditioned",20.4,1.38636138888653,0.888592198613185,0.0546848758078266,0.0602769437058093,0,0.284860467126518,0.044912102171478,0.0530348014617133
"380","conditioning","simulated","JA","MeJA","NA","JA","1","non_conditioned",19.1,11.3858375313924,0.295237708557249,0.0579787424640465,0.0284503921800195,0,9.54200726615668,0.0276666276517878,1.43449679438261
"392","conditioning","real_insects","Control","without","NA","Control","1","non_conditioned",20.7,0.8,0.4,0,0.2,0,0.1,0,0
"333","feedback","real_insects","Chewer","caterpillar","JA-conditioned","NA","1","caterpillar",10.8,16.9782101893321,1.65342729271027,0.183594488291163,0.0862521799457286,0,13.9838237017614,0.150863507933079,0.92024901869041
"345","feedback","real_insects","Control","without","JA-conditioned","NA","1","caterpillar",19.1,10.4812727954358,6.90738381168771,0.818221885210582,1.62876004218094,0,0.986477502583003,0.0718141550344967,0.0686153987391108
"357","feedback","real_insects","Chewer","caterpillar","SA-conditioned","NA","1","aphid",12.4,22.2152016402791,3.87662066914237,0.441817013716369,0.495522164396603,0.0126661109901937,16.2099814427374,0.181438361678962,0.997155877617232
"369","feedback","real_insects","Control","without","SA-conditioned","NA","1","aphid",17.8,6.36039118702013,2.62450948727866,0.616053464197186,1.22464587175616,0,1.68648366899106,0.113976641295819,0.0947220535012499
"381","conditioning","simulated","JA","MeJA","NA","JA","1","non_conditioned",20.1,18.3003551407707,0.665892823468807,0.110942240782575,0.0721142058150946,0,15.4362481310601,0.0725659258362507,1.94259181380785
"393","conditioning","real_insects","Chewer","caterpillar","NA","JA","1","non_conditioned",17.4,20.9732653653274,0.392022015779621,0,0.196358067720676,0,16.7073653861556,0.176013936030931,3.50150595964058
"382","conditioning","simulated","JA","MeJA","NA","JA","1","non_conditioned",19.5,11.7930953407461,0.243090429798797,0.0370115857989881,0.0593250089944667,0,10.0373240256226,0.0285332803917195,1.38781101013947
"394","conditioning","real_insects","Chewer","caterpillar","NA","JA","1","non_conditioned",19.9,37.1915857962251,0.18872995221751,0.00775850621989737,0.0319788647886105,0,33.3514362780667,0.248322793431244,3.36335940150117
"335","feedback","real_insects","Chewer","caterpillar","JA-conditioned","NA","1","caterpillar",18,20.376214707541,1.48602181919681,0.135552191390884,0.101798466557621,0,16.695994678322,0.118259605521283,1.8385879465524
"347","feedback","real_insects","Aphid","aphid","SA-conditioned","NA","1","aphid",19.4,7.20200617056633,3.58780861407949,0.730801739856468,0.681337259419877,0,2.05590562107253,0.0744106283445986,0.0717423077933698
"359","feedback","real_insects","Chewer","caterpillar","SA-conditioned","NA","1","aphid",18.1,15.551351364136,0.932396695875369,0.0453168122191195,0,0,12.944100501498,0.0641054124054618,1.56543194213803
"371","feedback","real_insects","Control","without","SA-conditioned","NA","1","aphid",13.4,22.287397940435,9.49701744572571,1.91803418368868,6.18414524725763,0,4.39952696707109,0.208095155580816,0.0805789411110349
"383","conditioning","simulated","JA","MeJA","NA","JA","1","non_conditioned",20.5,23.2024862735264,0.772301259888999,0.0727568728976865,0.0421011991826908,0,19.7341743078726,0.0641596695066008,2.51699296417784
"395","conditioning","real_insects","Chewer","caterpillar","NA","JA","1","non_conditioned",18.4,40.9719052520907,0.0775918465176119,0,0.0204747152569577,0,34.7027022804215,0.160470786925569,6.01066562296907
"384","conditioning","simulated","SA","SA","NA","SA","1","non_conditioned",19.2,0.332198409609318,0.134873369277559,0.047255641669095,0.0672859164234257,0,0.0594855420361513,0,0.0232979402030869
