id_rec,file,group,sum.np,lat.c,num.c,num.cs,num.css,sum.c,mean.c,occ.pd,num.pd,sum.pd,mean.pd,rate.pd,occ.e1,lat.e1,lat.e1p,num.e1,sum.e1,mean.e1,max.e1,prop.e1,occ.sing.e1,sing.e1,num.e1f,num.e1m,num.e1l,sum.e1f,sum.e1m,sum.e1l,prop.e1f,prop.e1m,prop.e1l,occ.e2,occ.e2s,lat.e2,lat.e2p,lat.e2s,lat.e2sp,num.e2,num.e2s,sum.e2,sum.e2s,mean.e2,mean.e2t,mean.e2s,mean.e2st,max.e2,occ.f,num.f,sum.f,mean.f,occ.g,num.g,sum.g,mean.g,occ.w11,lat.w11p,num.w11,sum.w11,mean.w11,occ.w12,lat.w12p,num.w12,sum.w12,mean.w12
11,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/4_syst3_psfRivera-ch4_.ANA,Riv_SA,67.11733333,2.596,39,15,4,281.983,7.230333333,0,NA,NA,NA,NA,1,47.83333333,45.23733333,19,19.62083333,1.032675439,3.393833333,14.61307639,1,4,5,6,4,5.983666667,2.448,2.493166667,8.00376312,3.274449131,3.334864144,1,1,48.7555,46.1595,123.8561667,121.2601667,11,1,55.13983333,38.7825,5.012712121,5.235257576,38.7825,41.2305,38.7825,0,0,0,NA,1,1,56.139,56.139,0,477.404,0,0,NA,0,477.404,0,0,NA
12,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/3_syst3_psfRivera-ch4_.ANA,Riv_SA,14.3435,0,25,5,2,265.0096667,10.60038667,0,NA,NA,NA,NA,1,227.8603333,227.8603333,19,14.90783333,0.784622807,2.433666667,18.92669811,1,1,10,1,7,10.5365,0.650833333,1.953,15.17626301,0.937428733,2.813006374,1,1,231.7638333,231.7638333,231.7638333,231.7638333,11,1,54.51966667,25.64133333,4.956333333,5.0155,25.64133333,26.29216667,25.64133333,0,0,0,NA,1,2,131.2193333,65.60966667,0,480,0,0,NA,0,480,0,0,NA
13,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/3_syst1_psfRivera-ch2_.ANA,Riv_SA,53.315,3.404833333,29,11,4,351.8383333,12.13235632,0,NA,NA,NA,NA,1,36.50416667,33.09933333,5,12.50716667,2.501433333,6.909666667,40.34263531,1,3,1,0,1,6.909666667,0,0.260833333,38.87513597,0,1.467499344,1,0,43.41383333,40.009,480,476.5951667,1,0,5.266833333,0,5.266833333,5.266833333,NA,NA,5.266833333,1,1,1.842,1.842,1,1,55.23066667,55.23066667,0,476.5951667,0,0,NA,0,476.5951667,0,0,NA
14,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/2_syst1_psfRivera-ch8_.ANA,Riv_SA,56.09683333,24.085,36,16,7,305.916,8.497666667,0,NA,NA,NA,NA,1,132.8476667,108.7626667,10,40.13783333,4.013783333,16.46016667,21.9682091,1,2,5,1,2,6.751166667,3.637333333,12.35533333,6.520934216,3.513290748,11.93398413,1,1,312.4071667,288.3221667,312.4071667,288.3221667,6,3,63.39283333,41.80666667,10.56547222,11.17169444,13.93555556,15.148,18.12066667,0,0,0,NA,1,2,14.4565,7.22825,0,455.915,0,0,NA,0,455.915,0,0,NA
15,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/1_syst1_psfRivera-ch3_.ANA,Riv_SA,21.29083333,0.387833333,33,9,2,317.0185,9.606621212,0,NA,NA,NA,NA,1,184.0588333,183.671,15,31.95333333,2.130222222,8.012333333,9.874854022,1,9,3,0,3,2.615833333,0,1.654333333,6.049171924,0,3.825682098,1,0,184.8361667,184.4483333,480,479.6121667,3,0,11.2895,0,3.763166667,3.763166667,NA,NA,6.955,1,1,48.67716667,48.67716667,1,3,49.77066667,16.59022222,0,479.6121667,0,0,NA,0,479.6121667,0,0,NA
16,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA,Riv_Ctr,17.23783333,2.121833333,20,7,2,226.6033333,11.33016667,0,NA,NA,NA,NA,1,29.7745,27.65266667,7,6.316333333,0.902333333,2.718,1.452331887,1,2,5,0,0,3.160833333,0,0,1.452331887,0,0,1,1,180.0285,177.9066667,239.5825,237.4606667,5,1,211.3221667,193.2396667,42.26443333,42.26443333,193.2396667,193.2396667,193.2396667,1,4,18.52033333,4.630083333,0,0,0,NA,0,477.8781667,0,0,NA,0,477.8781667,0,0,NA
17,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA,Riv_Ctr,38.57,1.071666667,35,19,10,261.7705,7.479157143,0,NA,NA,NA,NA,1,286.1263333,285.0546667,8,8.302,1.03775,2.018833333,17.02348719,1,5,1,1,1,1.024666667,0.360333333,0.417333333,9.678231849,3.403438071,3.941817266,1,0,359.7416667,358.67,480,478.9283333,2,0,2.285333333,0,1.142666667,1.322833333,NA,Inf,1.367833333,1,3,131.4615,43.8205,1,2,37.61066667,18.80533333,0,478.9283333,0,0,NA,0,478.9283333,0,0,NA
18,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_Ctr/7_syst1_psfRivera-ch8_.ANA,Riv_Ctr,13.47266667,0.804333333,17,7,4,199.6376667,11.74339216,0,NA,NA,NA,NA,1,142.8741667,142.0698333,17,12.00716667,0.706303922,2.469166667,5.571449071,1,1,5,8,3,5.7575,3.421333333,1.0455,3.137379913,1.864354751,0.569714407,1,1,143.6483333,142.844,346.5328333,345.7285,13,1,171.5058333,133.4671667,13.19275641,13.4559359,133.4671667,136.8885,133.4671667,1,2,83.37666667,41.68833333,0,0,0,NA,0,479.1956667,0,0,NA,0,479.1956667,0,0,NA
19,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_Ctr/7_syst1_psfRivera-ch2_.ANA,Riv_Ctr,69.3625,0.653166667,65,38,15,263.0133333,4.046358974,0,NA,NA,NA,NA,1,29.31583333,28.66266667,21,27.95733333,1.331301587,4.049333333,9.451812782,1,13,4,1,3,3.878666667,1.7225,0.551333333,5.958623515,2.646200328,0.846988939,1,1,166.5135,165.8603333,429.6033333,428.9501667,5,1,37.136,29.45466667,7.4272,7.7717,29.45466667,31.17716667,29.45466667,1,1,82.53083333,82.53083333,0,0,0,NA,0,479.3468333,0,0,NA,0,479.3468333,0,0,NA
20,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_Ctr/6_syst3_psfRivera-ch1_.ANA,Riv_Ctr,73.8915,14.13916667,38,23,14,212.7936667,5.599833333,0,NA,NA,NA,NA,1,102.1731667,88.034,8,6.4545,0.8068125,1.559833333,1.227703685,1,3,3,0,2,1.992833333,0,0.3805,1.030874506,0,0.196829179,1,1,108.1771667,94.038,227.0561667,212.917,3,1,186.8603333,186.4893333,62.28677778,62.28677778,186.4893333,186.4893333,186.4893333,0,0,0,NA,0,0,0,NA,0,465.8608333,0,0,NA,0,465.8608333,0,0,NA
21,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_Ctr/6_syst1_psfRivera-ch3_.ANA,Riv_Ctr,34.70916667,1.9665,49,31,18,272.204,5.555183673,0,NA,NA,NA,NA,1,282.9413333,280.9748333,3,5.433833333,1.811277778,2.5795,1.201574575,1,2,1,0,0,0.844,0,0,1.201574575,0,0,1,1,295.6276667,293.6611667,295.6276667,293.6611667,1,1,64.80733333,64.80733333,64.80733333,64.80733333,64.80733333,64.80733333,64.80733333,1,1,102.8456667,102.8456667,0,0,0,NA,0,478.0335,0,0,NA,0,478.0335,0,0,NA
22,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_Ctr/5_syst3_psfRivera-ch1_.ANA,Riv_Ctr,74.96066667,0.977166667,25,20,11,94.268,3.77072,0,NA,NA,NA,NA,1,169.2286667,168.2515,9,7.212666667,0.801407407,4.708333333,2.320891888,0,0,1,8,0,0.344833333,6.867833333,0,0.11096047,2.209931418,0,1,1,169.5735,168.5963333,176.443,175.4658333,9,4,303.5586667,295.4576667,33.72874074,34.49183333,73.86441667,75.581375,180.8981667,0,0,0,NA,0,0,0,NA,0,479.0228333,0,0,NA,0,479.0228333,0,0,NA
23,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_Ctr/5_syst1_psfRivera-ch3_.ANA,Riv_Ctr,42.05133333,39.13833333,7,2,1,106.0583333,15.15119048,0,NA,NA,NA,NA,1,117.2293333,78.091,15,101.8276667,6.788511111,32.192,30.68111856,0,0,3,10,2,4.595833333,80.68166667,16.55016667,1.384744559,24.30973685,4.986637152,1,1,120.2146667,81.07633333,120.2146667,81.07633333,13,7,230.0626667,210.8596667,17.69712821,23.90341026,30.12280952,41.6487619,64.53716667,0,0,0,NA,0,0,0,NA,0,440.8616667,0,0,NA,0,440.8616667,0,0,NA
24,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_Ctr/4_syst3_psfRivera-ch5_.ANA,Riv_Ctr,4.936833333,1.114333333,4,1,0,47.81866667,11.95466667,0,NA,NA,NA,NA,1,47.51266667,46.39833333,7,40.02066667,5.717238095,25.59783333,9.367157837,0,0,2,4,1,2.038833333,36.7775,1.204333333,0.477205285,8.608068682,0.281883871,1,1,48.91016667,47.79583333,48.91016667,47.79583333,6,4,387.2238333,378.4163333,64.53730556,70.66688889,94.60408333,103.7984583,167.0728333,0,0,0,NA,0,0,0,NA,0,478.8856667,0,0,NA,0,478.8856667,0,0,NA
25,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_Ctr/4_syst1_psfRivera-ch1_.ANA,Riv_Ctr,74.58433333,1.843333333,59,36,8,303.899,5.150830508,0,NA,NA,NA,NA,1,104.291,102.4476667,14,25.8715,1.847964286,6.338333333,37.32368327,1,4,5,0,5,5.859,0,12.31066667,12.03541398,0,25.28826929,1,1,105.5546667,103.7113333,160.0176667,158.1743333,5,1,22.80983333,11.4675,4.561966667,4.561966667,11.4675,11.4675,11.4675,0,0,0,NA,1,2,44.783,22.3915,0,478.1566667,0,0,NA,0,478.1566667,0,0,NA
26,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_Ctr/3_syst3_psfRivera-ch5_.ANA,Riv_Ctr,52.38533333,1.436666667,39,18,8,230.9161667,5.92092735,0,NA,NA,NA,NA,1,34.12666667,32.69,23,102.2993333,4.447797101,23.96033333,54.7936129,1,7,2,12,2,3.945333333,68.89316667,7.790666667,2.681152198,46.81811386,5.294346837,1,1,120.281,118.8443333,205.633,204.1963333,14,1,44.85133333,10.36866667,3.203666667,8.124607143,10.36866667,79.26183333,10.36866667,0,0,0,NA,1,1,49.54783333,49.54783333,0,478.5633333,0,0,NA,0,478.5633333,0,0,NA
27,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_Ctr/3_syst1_psfRivera-ch6_.ANA,Riv_Ctr,203.2413333,12.58483333,11,0,0,179.3498333,16.3045303,0,NA,NA,NA,NA,1,22.1615,9.576666667,6,21.8695,3.644916667,13.702,19.85102398,1,2,2,0,2,3.352333333,0,1.964333333,12.51672402,0,7.334299956,1,0,23.89933333,11.3145,480,467.4151667,2,0,4.913333333,0,2.456666667,2.456666667,NA,NA,3.652166667,0,0,0,NA,1,3,70.626,23.542,0,467.4151667,0,0,NA,0,467.4151667,0,0,NA
28,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_Ctr/3_syst1_psfRivera-ch1_.ANA,Riv_Ctr,41.52866667,16.398,61,35,7,243.1251667,3.98565847,0,NA,NA,NA,NA,1,9.521666667,-6.876333333,16,14.68583333,0.917864583,2.753666667,19.93682585,1,2,8,0,6,6.832666667,0,5.391,11.1440936,0,8.792732255,1,1,10.02383333,-6.374166667,295.8741667,279.4761667,8,2,46.62616667,26.29166667,5.828270833,5.828270833,13.14583333,13.14583333,13.65583333,0,0,0,NA,1,2,134.0341667,67.01708333,0,463.602,0,0,NA,0,463.602,0,0,NA
29,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_Ctr/2_syst3_psfRivera-ch5_.ANA,Riv_Ctr,79.36283333,17.57516667,77,45,26,350.7226667,4.554839827,0,NA,NA,NA,NA,1,201.3263333,183.7511667,10,13.873,1.3873,2.8955,23.91232922,1,3,4,0,3,4.909666667,0,3.823833333,13.44267083,0,10.46965839,1,1,202.6171667,185.042,464.4025,446.8273333,4,1,22.65,14.88266667,5.6625,5.6625,14.88266667,14.88266667,14.88266667,0,0,0,NA,1,2,13.3915,6.69575,0,462.4248333,0,0,NA,0,462.4248333,0,0,NA
30,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_Ctr/2_syst1_psfRivera-ch7_.ANA,Riv_Ctr,60.265,19.26366667,56,29,8,319.33,5.702321429,0,NA,NA,NA,NA,1,126.1645,106.9008333,17,14.9175,0.8775,1.713666667,13.8116704,1,4,8,1,4,8.301666667,0.626666667,1.759666667,10.72790828,0.809816004,2.273946108,1,1,127.3956667,108.132,192.5788333,173.3151667,9,3,62.46633333,41.88683333,6.940703704,7.010333333,13.96227778,14.17116667,14.91583333,1,1,0.320333333,0.320333333,1,3,22.70083333,7.566944444,0,460.7363333,0,0,NA,0,460.7363333,0,0,NA
31,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_Ctr/2_syst1_psfRivera-ch1_.ANA,Riv_Ctr,19.99133333,0,16,6,4,286.2911667,17.89319792,0,NA,NA,NA,NA,1,308.594,308.594,1,1.522,1.522,1.522,0.887950247,0,0,1,0,0,1.522,0,0,0.887950247,0,0,1,1,310.116,310.116,310.116,310.116,1,1,169.884,169.884,169.884,169.884,169.884,169.884,169.884,0,0,0,NA,1,1,2.3115,2.3115,0,480,0,0,NA,0,480,0,0,NA
32,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_Ctr/1_syst3_psfRivera-ch2_.ANA,Riv_Ctr,6.626666667,0,8,1,0,57.04066667,7.130083333,0,NA,NA,NA,NA,1,65.0505,65.0505,7,10.45016667,1.492880952,5.2555,2.133921368,1,1,2,4,0,1.9145,6.765833333,0,0.47064926,1.663272108,0,1,1,66.30033333,66.30033333,66.30033333,66.30033333,6,4,396.3283333,389.4306667,66.05472222,67.18236111,97.35766667,99.049125,186.1816667,1,1,9.554166667,9.554166667,0,0,0,NA,0,480,0,0,NA,0,480,0,0,NA
33,C:\RProjects\stressbiome\epg_data\Raw_data\Riv_Ctr/1_syst1_psfRivera-ch1_.ANA,Riv_Ctr,3.944833333,3.944833333,2,0,0,59.55016667,29.77508333,0,NA,NA,NA,NA,1,188.5106667,184.5658333,3,33.79983333,11.26661111,26.21266667,11.59556439,0,0,1,2,0,1.160166667,32.63966667,0,0.398013421,11.19755097,0,1,1,189.6708333,185.726,189.6708333,185.726,3,3,257.6895,257.6895,85.8965,96.77638889,85.8965,96.77638889,94.96733333,1,1,125.0156667,125.0156667,0,0,0,NA,0,476.0551667,0,0,NA,0,476.0551667,0,0,NA
